driver_id,trajectory_id,decision,decision_time,trip_distance_to_stop_line,trip_v
0,0,1,0.4464375972747803,24.527557373046875,13.83539050764671
0,1,1,0.28469228744506836,21.0546875,23.52779590384486
0,10,1,0.8816611766815186,11.489471435546875,20.397902741862165
0,11,0,0.6384634971618652,59.51861572265631,19.732711222523836
0,12,0,1.553279161453247,85.89582824707031,16.339585558636347
0,13,0,1.0261814594268799,63.52880859375,18.79385153361382
0,14,0,1.1222445964813232,25.455078125,15.985259471816224
0,15,0,1.1388213634490967,72.12107849121097,19.688425359127606
0,16,0,1.1518974304199219,76.36639404296875,15.568931910172292
0,17,0,1.2139296531677246,39.12744140625,19.24925284627739
0,18,1,0.6079888343811035,14.25799560546875,22.22033844446858
0,19,0,1.5983545780181885,32.87646484375,11.613706704841444
0,2,0,1.8729848861694336,62.008819580078125,16.387608127407145
0,20,1,0.9287021160125732,34.26904296875,22.785085401099533
0,21,0,0.6910214424133301,57.466827392578125,18.120621712867937
0,22,0,0.6538546085357666,50.76593017578125,21.26736361499977
0,23,0,0.8774237632751465,70.05445861816403,19.99971499994705
0,24,1,0.38352537155151367,15.495208740234375,24.602872838574758
0,25,0,1.6949548721313477,58.387176513671875,21.527491037841802
0,26,1,0.5614039897918701,5.641662597656307,10.288765494114623
0,27,0,1.3574070930480957,61.022552490234375,19.731652481007075
0,28,0,1.876124382019043,96.29722595214841,19.343006419316858
0,29,1,0.4818878173828125,18.161346435546875,25.821812126337644
0,3,0,1.5724825859069824,58.710968017578125,21.18704899988789
0,30,1,0.4162414073944092,34.863433837890625,23.049323357674673
0,31,1,0.38596034049987793,20.0615234375,23.140703846287074
0,32,0,1.9524610042572021,64.8388671875,12.357130626373397
0,33,1,0.7220900058746338,39.455047607421875,22.30508744621432
0,34,1,0.7361612319946289,40.851531982421875,16.421905246651978
0,35,0,0.9765942096710205,48.675689697265625,21.873161524109104
0,37,0,1.2639145851135254,48.102294921875,17.965484498724418
0,38,0,1.619889259338379,8.7855224609375,4.600979885747383
0,39,1,0.4942495822906494,37.4649658203125,22.03184145501015
0,4,0,1.024228572845459,59.649658203125,20.74470511630575
0,40,1,0.4465503692626953,16.613006591796875,23.723400584580695
0,41,0,0.8932733535766602,79.77815246582031,18.956843401307
0,42,0,1.2280597686767578,88.69552612304688,17.6511530336642
0,43,1,0.7360708713531494,42.05517578125,22.57661277593985
0,44,0,1.664332628250122,53.78399658203125,18.659808270571435
0,45,1,0.4640467166900635,19.08740234375,23.71410791277138
0,46,1,0.5629739761352539,27.1898193359375,23.193520049348216
0,47,0,1.0555319786071777,42.402374267578125,22.256700631905932
0,48,0,1.5213747024536133,115.6073303222656,16.325007174415894
0,49,0,1.5837955474853516,42.163787841796875,19.946677714430585
0,5,1,0.6066122055053711,34.289276123046875,21.736276629962088
0,50,1,0.5120940208435059,28.66473388671875,23.52478959024513
0,51,1,0.6556234359741211,19.9801025390625,21.93663705725764
